20111014,163400,403.16,403.16
20111014,170000,403.16,403.16
20111014,180000,403.16,403.16
20111014,191000,403.16,403.16
20111014,200000,403.16,403.16
20111014,210000,403.16,403.16
20111014,220000,403.16,403.16
20111014,230000,403.16,403.16
20111017,100000,403.16,403.16
20111017,110100,15098.99,15403.16
20111017,120000,15250.31,15403.16
20111017,130000,15200.55,15403.16
20111017,140300,14887.63,15403.16
20111017,150000,14549.28,15403.16
20111017,160000,14394.03,15403.16
20111017,170000,14394.6,15403.16
20111017,180000,14394.6,15403.16
20111017,191000,14394.6,14394.6
20111017,200000,14269.57,14394.6
20111017,210100,14652.04,14394.6
20111017,220100,14424.43,14394.6
20111017,230000,14271.72,14394.6
20111018,100000,14163.14,14342.6
20111018,110000,14012.88,14342.6
20111018,120000,14883.79,14342.6
20111018,130000,14420.03,14342.6
20111018,140400,14263.91,14342.6
20111018,150000,14263.93,14342.6
20111018,160000,14223.88,14342.6
20111018,170000,13409.15,14342.6
20111018,180100,14081,14342.6
20111018,190100,13610.87,13610.87
20111018,200000,13753.04,13610.87
20111018,210000,14302.67,13610.87
20111018,220100,13957.9,13610.87
20111018,230000,13834.8,13610.87
20111019,100500,13970.03,13596.87
20111019,110000,13490.89,13596.87
20111019,124800,13490.81,13596.87
20111019,130100,13490.84,13596.87
20111019,140300,13912.52,13596.87
20111019,150100,13606.51,13596.87
20111019,160100,13606.58,13596.87
20111019,170000,13606.58,13596.87
20111019,180100,12726.94,13596.87
20111019,190000,11614.71,11614.71
20111019,200100,11614.71,11614.71
20111019,210000,11614.71,11614.71
20111019,220000,11614.71,11614.71
20111019,230100,11614.71,11614.71
20111020,100000,11598.71,11598.71
20111020,110000,11598.71,11598.71
20111020,120000,12049,11598.71
20111020,130000,12048.86,11598.71
20111020,140300,12046.63,11598.71
20111020,150000,12047.19,11598.71
20111020,160100,12047.21,11598.71
20111020,170000,12047.5,11598.71
20111020,180100,12550.65,11598.71
20111020,190000,12727.08,12727.08
20111020,200100,12727.08,12727.08
20111020,210100,12727.08,12727.08
20111020,220100,12727.08,12727.08
20111020,230100,12727.08,12727.08
20111021,100100,12719.08,12719.08
20111021,110000,12719.08,12719.08
20111021,120000,12719.08,12719.08
20111021,130000,12719.08,12719.08
20111021,140300,12719.08,12719.08
20111021,150000,12585.56,12719.08
20111021,160100,12891.6,12719.08
20111021,170100,12939.62,12719.08
20111021,180100,12939.62,12719.08
20111021,190100,12939.63,12939.63
20111021,200000,12939.63,12939.63
20111021,210100,12939.63,12939.63
20111021,220000,12939.63,12939.63
20111021,230000,12953.22,12939.63
20111024,100100,12949.1,12935.63
20111024,110000,13191.72,12935.63
20111024,120100,13357.51,12935.63
20111024,130000,13357.85,12935.63
20111024,140300,13357.23,12935.63
20111024,150000,13357.24,12935.63
20111024,160100,13422.91,12935.63
20111024,170100,13444.87,12935.63
20111024,180100,13287.74,12935.63
20111024,190100,13309.32,13309.32
20111024,200100,13309.32,13309.32
20111024,210100,13106.84,13309.32
20111024,220000,13329.99,13309.32
20111024,230000,13050.41,13309.32
20111025,100100,12791.12,13291.32
20111025,110100,12790.87,13291.32
20111025,120100,12378.68,13291.32
20111025,130100,11775.21,13291.32
20111025,140400,11405.97,13291.32
20111025,150200,11409.99,13291.32
20111025,160000,10932.03,13291.32
20111025,170000,11621.84,13291.32
20111025,180000,12048.67,13291.32
20111025,190100,11597.46,11597.46
20111025,200000,11500.95,11597.46
20111025,210100,11459.32,11597.46
20111025,220100,11047.74,11597.46
20111025,230100,10932.93,11597.46
20111026,100200,10327.32,11583.46
20111026,110200,9971.15,11583.46
20111026,120000,9971.94,11583.46
20111026,130000,9969.75,11583.46
20111026,140500,9971.53,11583.46
20111026,150000,9969.85,11583.46
20111026,160100,9970.83,11583.46
20111026,170100,9970.74,11583.46
20111026,180100,9970.74,11583.46
20111026,190100,9970.76,9970.76
20111026,200000,9970.76,9970.76
20111026,210000,9970.76,9970.76
20111026,220100,9970.76,9970.76
20111026,230100,9970.76,9970.76
20111027,100200,9962.76,9962.76
20111027,110200,9962.76,9962.76
20111027,120100,9962.76,9962.76
20111027,130100,9962.76,9962.76
20111027,140400,9962.76,9962.76
20111027,150100,9962.76,9962.76
20111027,160200,9962.76,9962.76
20111027,170000,9962.76,9962.76
20111027,180000,9962.76,9962.76
20111027,190000,9962.76,9962.76
20111027,200000,9962.76,9962.76
20111027,210200,9962.76,9962.76
20111027,220000,9962.76,9962.76
20111027,230200,9962.76,9962.76
20111028,100000,9962.76,9962.76
20111028,110200,9962.76,9962.76
20111028,120200,9962.76,9962.76
20111028,130100,9962.76,9962.76
20111028,140200,9962.76,9962.76
20111028,150100,9962.76,9962.76
20111028,160400,10962.76,10962.76
20111028,170000,11199.37,10962.76
20111028,180100,11080.07,10962.76
20111028,190100,11235.17,11235.17
20111028,200100,11235.17,11235.17
20111028,210000,11235.17,11235.17
20111028,220000,11235.17,11235.17
20111028,230000,11235.17,11235.17
20111031,100100,11127.24,11233.17
20111031,110100,11125.69,11233.17
20111031,120100,11125.74,11233.17
20111031,130100,11125.56,11233.17
20111031,140400,11125.71,11233.17
20111031,150100,11125.78,11233.17
20111031,160200,10971.28,11233.17
20111031,170100,11081.39,11233.17
20111031,180000,10873.25,11233.17
20111031,190100,10737.52,10704.34
20111031,200100,11121.63,10704.34
20111031,210100,11121.63,10704.34
20111031,220200,11121.63,10704.34
20111031,230200,11121.63,10704.34
20111101,100200,11120.33,10701.87
20111101,110100,12125.97,11701.87
20111101,120300,11765.33,11701.87
20111101,130000,10638.17,11701.87
20111101,140300,10000.34,11701.87
20111101,150000,9586.52,11701.87
20111101,160000,9156.16,11701.87
20111101,170100,8265.9,11701.87
20111101,180100,8763.24,11701.87
20111101,190200,9415.04,9516.98
20111101,200000,9050.53,9516.98
20111101,210200,8747.8,9516.98
20111101,220100,9510.8,9516.98
20111101,230200,9967.99,9516.98
20111102,100100,11904.16,10942.9
20111102,110100,13024.62,10942.9
20111102,120100,13189.17,10942.9
20111102,130200,12794.36,10942.9
20111102,140300,11249.21,10942.9
20111102,150100,12198.57,10942.9
20111102,160200,13022.41,10942.9
20111102,170000,13075.75,10942.9
20111102,180000,12676.03,10942.9
20111102,190000,13374.78,13444.96
20111102,200000,13206.96,13444.96
20111102,210200,12502.11,13444.96
20111102,220300,12578.39,13444.96
20111102,230000,13582.27,13444.96
20111107,100200,13754.8,13573.76
20111107,110200,13324.09,13573.76
20111107,120200,12259.18,13573.76
20111107,130200,11471.6,13573.76
20111107,140400,11688.45,13573.76
20111107,150000,12270.39,13573.76
20111107,160100,12388.75,13573.76
20111107,170200,13430.97,13573.76
20111107,180100,13489.12,13573.76
20111107,190200,14517.47,14468.5
20111107,200100,13957.39,14468.5
20111107,210100,14270.62,14468.5
20111107,220200,14993.97,14468.5
20111107,230100,14993.98,14468.5
20111108,100600,14992.04,14467.5
20111108,110100,14991.75,14467.5
20111108,120000,15046.72,14523.5
20111108,130200,15045.97,14523.5
20111108,140400,15045.49,14523.5
20111108,150000,15045.68,14523.5
20111108,160000,15044.18,14523.5
20111108,170100,15042.78,14523.5
20111108,180000,15042.77,14523.5
20111108,190100,15042.78,15042.78
20111108,200200,15042.78,15042.78
20111108,210100,15042.78,15042.78
20111108,220000,15042.78,15042.78
20111108,230200,15042.78,15042.78
20111109,100100,15039.78,15039.78
20111109,110000,15039.78,15039.78
20111109,120200,15039.78,15039.78
20111109,130000,15039.78,15039.78
20111109,140000,15039.78,15039.78
20111109,150200,15039.78,15039.78
20111109,160100,15039.78,15039.78
20111109,170200,15039.78,15039.78
20111109,180000,15039.78,15039.78
20111109,190000,15039.78,15039.78
20111109,200000,15039.78,15039.78
20111109,210100,15039.78,15039.78
20111109,220100,15039.78,15039.78
20111109,230000,15039.78,15039.78
20111110,100100,15039.78,15039.78
20111110,110200,15039.78,15039.78
20111110,120200,15039.78,15039.78
20111110,130000,15039.78,15039.78
20111110,140300,15039.78,15039.78
20111110,150100,15039.78,15039.78
20111110,160200,15039.78,15039.78
20111110,170200,15039.78,15039.78
20111110,180000,15039.78,15039.78
20111110,190000,15039.78,15039.78
20111110,200000,15039.78,15039.78
20111110,210100,15039.78,15039.78
20111110,220100,15039.78,15039.78
20111110,230100,15039.78,15039.78
20111111,100200,15009.78,15009.78
20111111,110000,15009.78,15009.78
20111111,120200,15009.78,15009.78
20111111,130100,15009.78,15009.78
20111111,140400,15009.78,15009.78
20111111,150100,15009.78,15009.78
20111111,160200,15009.78,15009.78
20111111,170100,15009.78,15009.78
20111111,180200,15009.78,15009.78
20111111,190000,15009.78,15009.78
20111111,200100,15009.78,15009.78
20111111,210200,15009.78,15009.78
20111111,220200,15009.78,15009.78
20111111,230000,15009.78,15009.78
20111114,102300,15009.78,15009.78
20111114,110200,15009.78,15009.78
20111114,120200,15009.78,15009.78
20111114,130100,15009.78,15009.78
20111114,140300,15009.78,15009.78
20111114,150100,15009.78,15009.78
20111114,160200,15009.78,15009.78
20111114,170000,15009.78,15009.78
20111114,180100,15009.78,15009.78
20111114,191000,15009.78,15009.78
20111114,200100,15084.12,15009.78
20111114,210000,15044.43,15009.78
20111114,220000,15044.43,15009.78
20111114,230100,15044.43,15009.78
20111115,100300,15044.5,15009.78
20111115,110000,15442.49,15009.78
20111115,120100,15099.87,15009.78
20111115,130100,15100,15009.78
20111115,140300,15100.1,15009.78
20111115,150100,15100.17,15009.78
20111115,160100,15100.17,15009.78
20111115,170000,15099.97,15009.78
20111115,180100,15099.97,15009.78
20111115,191100,15099.97,15099.97
20111115,200000,15099.97,15099.97
20111115,210000,15099.97,15099.97
20111115,220100,15099.97,15099.97
20111115,230200,15099.97,15099.97
20111116,100500,15091.97,15091.97
20111116,110100,15015.94,15091.97
20111116,120200,13519.56,15091.97
20111116,130100,14338.91,15091.97
20111116,140500,14748.66,15091.97
20111116,150000,15401.23,15091.97
20111116,160100,15040.11,15091.97
20111116,170200,15183.66,15091.97
20111116,180000,16267.38,15091.97
20111116,191200,16640.24,16345.27
20111116,200100,16468.32,16345.27
20111116,210200,16898.49,16345.27
20111116,220000,16356.78,16345.27
20111116,230000,16995.89,16345.27
20111117,100100,15838.58,16318.27
20111117,110200,16303.2,16318.27
20111117,120100,15417.62,16318.27
20111117,130200,14810.63,16318.27
20111117,140400,14628.63,16318.27
20111117,150000,14092.33,16318.27
20111117,160200,13341.06,16318.27
20111117,170100,14457.42,16318.27
20111117,180200,15726,16318.27
20111117,190200,15114.88,15380.32
20111117,200000,15346.37,15380.32
20111117,210100,15222.91,15380.32
20111117,220100,13512.96,15380.32
20111117,230200,12954.3,15380.32
20111118,100000,12785.89,15370.32
20111118,110100,12931.49,15370.32
20111118,120200,13758.72,15370.32
20111118,130100,13515.66,15370.32
20111118,140300,14404.39,15370.32
20111118,150100,13817.97,15370.32
20111118,160000,14563.93,15370.32
20111118,170100,15121.07,15370.32
20111118,180000,14696.41,15370.32
20111118,190000,14314.83,14330.22
20111118,200100,14296.37,14330.22
20111118,210000,13837.87,14330.22
20111118,220100,13819.4,14330.22
20111118,230200,14007.11,14330.22
20111121,100300,12510.47,14330.22
20111121,110200,12074.26,14330.22
20111121,120100,10612.47,14330.22
20111121,130000,20085.94,24330.22
20111121,140500,19831.74,24330.22
20111121,150200,20446.06,24330.22
20111121,160100,20736.46,24330.22
20111121,170200,19730.91,24330.22
20111121,180200,19419.3,24330.22
20111121,190000,19679.41,19679.41
20111121,200100,19679.41,19679.41
20111121,210200,19273.48,19679.41
20111121,220200,19344.05,19679.41
20111121,230000,18566.37,19679.41
20111122,100000,19020.43,19662.41
20111122,110200,19298.85,19662.41
